F98F F930
F7FC 0
F7DF 0
F7DE 0
F803 1
F82C 0
F820 0
F7F3 0
F7E5 0
F7F8 0
F803 2
F80E 1
F828 0
F831 0
F818 0
F804 0
F817 0
F836 0
F83D 0
F82B 0
F80E 0
F7FB 0
F80C 0
F83D 0
F855 0
F82C 0
F7EC 0
F7D7 0
F7FE 0
F842 0
F876 0
F875 0
F847 0
F824 0
F831 0
F864 0
F88C 0
F878 0
F834 0
F811 0
F833 0
F85A 0
F843 0
F80F 0
F805 0
F82E 0
F868 4
F88C 0
F877 0
F835 0
F824 0
F873 0
F8C1 20
F8A0 8
F832 0
F7F6 0
F81F 1
F870 0
F88E 2
F85C 0
F80F 0
F7EE 0
F817 5
F869 0
F8A8 0
F898 0
F83F 0
F7EE 8
F7E8 1
F834 1
F895 0
F8B1 2
F864 0
F801 0
F7F0 0
F83B 0
F892 0
F8A3 1
F86A 0
F824 0
F80D 0
F82A 8
F858 0
F86F 0
F852 4
F811 0
F7EF 0
F818 0
F867 10
F890 0
F878 0
F841 0
F822 1
F83B 2
F877 0
F89B 0
F87E 2
F842 0
F825 0
F83B 10
F85F 0
F867 0
F847 8
F81F 0
F812 0
F82A 1
F84B 0
F85E 2
F861 11
F856 0
F840 0
F836 0
F84D 0
F870 0
F873 0
F855 0
F841 0
F84C 4
F861 9
F86D 0
F86C 0
F866 0
F85B 0
F853 13
F844 0
F825 0
F80F 0
F82A 0
F85E 0
F862 10
F82F 0
F81C 0
F859 0
F8A4 0
F8A0 0
F853 0
F81C 0
F841 0
F8A4 10
F8DF 0
F8AC 0
F836 0
F7F3 0
F82B 0
F8A2 0
F8D8 0
F892 8
F819 0
F7F6 1
F843 0
F89E 6
F8AC 2
F870 0
F829 0
F819 1
F853 10
F8A2 22
F8C1 20
F8A2 0
F86A 20
F84A 0
F864 10
F89F 0
F8B6 20
F888 0
F844 1
F81F 0
F817 0
F832 0
F888 0
F8E2 4
F8C6 0
F835 0
F7DC 0
F843 0
F907 0
F95A 0
F8F7 0
F851 1
F804 0
F849 0
F8D2 0
F909 0
F89F 0
F7F5 0
F7C2 1
F842 0
F8E5 0
F8FD 1
F88E 20
F825 20
F825 0
F875 0
F8BC 0
F8B5 0
F86F 1
F838 0
F850 8
F891 0
F895 4
F851 0
F826 10
F845 8
F873 0
F87A 0
F863 0
F847 0
F832 0
F834 4
F842 5
F83B 8
F825 0
F830 0
F866 0
F882 4
F851 0
F80C 0
F819 0
F87F C
F8C9 10
F8A2 0
F834 0
F7F2 0
F80A 0
F84B 8
F864 0
F82C 0
F7C9 0
F79C 0
F7E6 0
F871 2
F8B8 C
F873 0
F7EB 0
F7BA 0
F81C 0
F8B7 0
F8F6 11
F897 0
F7F9 0
F7B3 0
F806 0
F893 2
F8B6 0
F848 0
F7CB 0
F7C7 0
F81E 0
F855 0
F840 0
F822 0
F82F 3
F852 0
F860 0
F850 0
F82D 0
F816 2
F835 8
F885 0
F8A9 0
F861 0
F802 0
F813 0
F882 10
F8C4 8
F895 0
F834 0
F801 0
F819 20
F853 20
F872 4
F851 8
F815 10
F808 8
F836 0
F874 0
F896 0
F88B 0
F862 1
F847 0
F859 10
F880 0
F89C 10
F8A1 8
F889 0
F857 0
F832 0
F849 0
F88A 0
F8AD 0
F88A 10
F843 0
F81A 0
F837 0
F88B 0
F8CA 0
F8B2 0
F856 0
F81E 0
F855 0
F8C3 1
F8EB 0
F8A2 0
F841 0
F82E 0
F86C 0
F8B6 1
F8C5 0
F87C C
F81D 0
F814 5
F86E 10
F8BE 0
F8A9 0
F851 0
F817 0
F82D 0
F878 0
F8B8 0
F8BD 0
F88E 0
F85A 1
F84A 8
F85D 8
F87A 6
F886 0
F87B 24
F861 2
F846 2
F839 10
F841 3
F857 0
F861 0
F855 0
F846 0
F84B 0
F86F A
F897 2
F895 0
F85D 0
F82D 0
F84B 0
F893 2
F89E 0
F855 0
F81C 0
F839 0
F878 0
F882 4
F84D 0
F80C 0
F7EC 4
F807 10
F84D 0
F879 0
F852 0
F808 2
F80B 0
F864 4
F8A3 20
F884 14
F83F 1
F827 0
F83E 40
F85C 41
F863 A
F848 10
F80F 0
F7F6 0
F82C 2
F862 1
F828 0
F7B2 0
F7A5 0
F822 0
F8AC 0
F8CE 0
F87B 0
F800 0
F7D8 0
F840 0
F8C8 0
F8BF 8
F813 0
F781 0
F7B1 0
F85F 20
F8CB 21
F897 0
F80E 0
F7B7 0
F7D6 0
F84D 0
F8A6 0
F886 0
F81D 0
F7F0 0
F82A 8
F873 0
F873 0
F830 0
F7F6 0
F801 0
F84A 0
F899 4
F8A4 0
F859 0
F80E 0
F81F 1
F877 9
F8A3 0
F867 0
F813 0
F812 0
F862 0
F8A6 10
F89F 0
F868 0
F84E 0
F867 21
F88A 0
F88F 0
F874 4
F85D 0
F874 3
F8AB 0
F8AF 3
F861 0
F814 0
F82C 5
F890 0
F8CC 0
F8AD 20
F877 1
F86D 0
F88A 0
F8A9 40
F8B4 0
F898 0
F85D A
F843 20
F87E 34
F8D0 1
F8D3 0
F87D 0
F829 E
F826 0
F874 10
F8BA 0
F8A7 49
F85D 0
F83D 0
F859 12
F879 0
F888 10
F893 1
F88F 0
F883 10
F88E 0
F8A4 20
F8A2 0
F897 0
F8A1 2
F8A5 18
F87D 2
F84D 1
F846 30
F85D 1
F86B 0
F865 1
F855 10
F849 0
F859 0
F886 18
F8A4 0
F886 8
F846 0
F82F 0
F868 8
F8B4 0
F8B4 5
F864 0
F822 0
F83B 0
F88D 0
F8B2 0
F880 0
F832 0
F822 4
F85C 1
F895 30
F885 2
F845 0
F833 0
F85C 0
F86A 0
F83B 0
F812 0
F833 0
F87B 0
F893 26
F86A 0
F841 0
F84A 0
F869 0
F878 0
F878 4
F871 0
F859 0
F839 12
F826 0
F826 0
F835 8
F85C 0
F887 0
F887 14
F851 0
F81D 2
F826 0
F86A 11
F8B8 3
F8D6 0
F89C 0
F830 1
F804 0
F85D 10
F8E6 0
F8FA 0
F87D 0
F7F3 0
F7EC 0
F87A 0
F912 0
F8FA 0
F82F 0
F78E 0
F7D0 10
F8A4 0
F924 0
F8E5 2
F844 8
F7E7 0
F811 0
F884 0
F8CF 0
F8AF 2
F853 18
F820 0
F83E 8
F882 0
F8AC 12
F894 2
F84B 2
F817 0
F82E 6
F876 12
F8A9 0
F89F 0
F87C 20
F876 0
F88B 4
F88B 0
F86E 0
F85C 30
F872 40
F898 40
F8AB 0
F899 20
F873 3
F85E 0
F879 0
F8AE 0
F8B8 4
F87D 0
F847 2
F869 0
F8C1 4
F8D7 2
F892 0
F856 4
F866 0
F89B A
F8BB 4
F8B8 0
F8A6 0
F892 10
F887 0
F892 0
F8B1 0
F8CF 0
F8CF 0
F8A4 10
F863 0
F83A 0
F85E 0
F8BB 0
F904 0
F8EB 8
F874 2
F81B 0
F866 0
F91F 0
F976 20
F911 1
F875 1
F850 0
F8AA 0
F909 8
F905 0
F8A1 0
F838 6
F825 2
F883 28
F906 0
F932 0
F8D7 22
F855 24
F838 2
F8A1 0
F91F 4
F92F 4
F8C8 11
F862 1
F85A 0
F89F 0
F8DB 0
F8C1 0
F866 2
F831 0
F856 1
F885 1
F873 0
F84D 0
F857 0
F875 0
F873 0
F850 0
F82E 2
F831 0
F85C 1
F884 9
F875 0
F839 0
F821 0
F856 0
F88F 20
F87A 2
F837 0
F80B 0
F80D 1
F836 0
F86B 8
F873 0
F82B 0
F7CF 0
F7BD 0
F810 0
F893 0
F8DB 0
F892 0
F7E7 0
F788 0
F7E8 10
F8A1 40
F8E8 4
F87E 0
F7F1 0
F7CD 0
F810 0
F85D 2
F875 2
F851 2
F81C 0
F809 42
F81F 7
F836 0
F833 8
F828 5
F823 40
F81B 0
F82B 0
F866 0
F87E 0
F831 0
F7E9 0
F82A 1
F89B 0
F8A9 4
F863 0
F827 0
F819 0
F839 1
F875 0
F882 0
F840 0
F815 0
F850 0
F896 0
F877 0
F831 0
F845 0
F895 0
F8AC 10
F872 0
F833 0
F82D 0
F862 0
F8A6 0
F8B3 0
F866 0
F7FD 0
F7E8 0
F854 0
F8E7 30
F909 0
F891 0
F80D 0
F812 0
F888 1
F8DC 10
F8B5 20
F843 0
F7F3 0
F80D 0
F875 0
F8CA 4
F8B8 0
F851 0
F809 4
F829 0
F879 4
F8AC 0
F8C1 0
F8AE 4
F853 0
F7F4 0
F812 0
F89B 2
F8E5 0
F8A2 2
F83E 0
F818 0
F825 18
F854 0
F8A2 0
F8BD 8
F85F 10
F7F1 0
F810 0
F89A 5
F8E2 8
F8AC 1
F856 0
F833 10
F84A 0
F879 11
F896 0
F880 10
F844 14
F81B 11
F830 0
F86B 0
F897 0
F88F 0
F85D 0
F82D 0
F826 0
F857 0
F8AA 20
F8E0 0
F8B5 0
F837 0
F7D9 0
F7FC 4
F87F 0
F8DD 0
F8AC 0
F811 0
F7B5 0
F7FE 0
F89D 10
F8EB 1
F892 0
F7DE 0
F78B 0
F809 0
F8DA 15
F90F 0
F86B 0
F7AB 0
F797 0
F82A 0
F8C6 2
F8D7 0
F845 0
F7A2 0
F7A8 8
F858 0
F8E4 0
F8A5 0
F7ED 0
F789 0
F7B8 24
F829 3
F892 0
F8BF 0
F880 0
F7F2 0
F7B4 0
F824 20
F8A8 0
F88A 0
F80F 0
F7F7 0
F837 0
F847 0
F82F 0
F842 0
F85B 0
F833 0
F803 0
F81E 0
F854 10
F853 0
F83A 0
F840 0
F837 0
F801 0
F7F8 0
F84E 0
F88B 4
F84C 0
F7EA 0
F7E5 0
F821 0
F844 0
F852 0
F85E 4
F832 0
F7DC 0
F7ED 0
F890 0
F8FC 3
F89A 0
F7FB 0
F7E2 0
F82B 0
F852 0
F851 0
F852 0
F841 0
F81D 0
F827 0
F868 0
F87C 0
F840 0
F815 0
F83C 0
F860 1
F839 0
F818 0
F858 0
F8B6 1
F8AE 1
F835 0
F7C9 0
F7E3 0
F875 0
F8F1 0
F8C7 0
F80E 0
F785 0
F7C9 0
F898 0
F913 0
F8AC 0
F7C8 0
F758 0
F7D5 0
F8B3 0
F905 0
F880 0
F7C4 0
F791 0
F80F 0
F8D0 0
F924 4
F89F 2
F7A9 0
F748 0
F7F7 0
F8F8 1
F926 0
F85B 0
F789 0
F776 0
F80A 0
F8CA 0
F926 0
F8AC 0
F7B4 0
F756 0
F813 0
F905 0
F911 1
F84E 0
F7AD 0
F7B5 0
F835 0
F8B9 0
F8DB 0
F879 0
F7F6 0
F7E6 0
F83B 4
F867 0
F83F 0
F822 0
F842 0
F854 0
F828 0
F804 0
F821 0
F84D 1
F851 0
F848 0
F85B 0
F863 0
F840 0
F821 0
F830 0
F842 0
F82E 0
F818 0
F820 0
F82E 0
F82B 0
F837 0
F852 0
F845 0
F813 0
F814 0
F85F 0
F895 0
F871 0
F82D 0
F822 0
F83E 0
F84D 0
F854 0
F85D 0
F850 0
F82E 0
F836 0
F86D 1
F876 1
F830 0
F800 0
F833 0
F886 0
F894 1
F85C 0
F81F 0
F81B 0
F867 2
F8CA 4
F8CE 0
F853 0
F7E3 0
F810 24
F8A7 0
F8F6 0
F8A4 0
F814 0
F7DB 0
F829 0
F8A7 1
F8BE 0
F84B 0
F7E3 0
F80E 0
F892 41
F8D3 20
F89A 0
F839 0
F820 0
F86F 20
F8DB 0
F8EB 1
F881 0
F80A 0
F800 0
F86A 0
F8D9 0
F8DA 4
F860 8
F7DA 0
F7D3 0
F864 21
F902 1
F912 2
F88F 0
F800 0
F7E9 0
F85A 0
F8E7 0
F905 1
F8A6 11
F830 5
F7F6 2
F815 11
F888 14
F8F8 0
F8E1 0
F840 0
F7C2 0
F7F1 0
F899 0
F918 10
F8F4 0
F83C 0
F799 0
F7C3 0
F89B 0
F92E 0
F8DD 2
F81E 0
F7C4 0
F7FF 0
F86C 0
F8AB 0
F892 0
F841 0
F807 0
F815 0
F849 8
F864 0
F864 0
F871 0
F87B 0
F840 0
F7E8 0
F7FD 0
F890 0
F8F0 0
F88A 0
F7C8 0
F78D 0
F809 0
F89D 2
F8B3 10
F84D 0
F7EA 0
F802 0
F87F 0
F8C4 28
F86E 0
F7E1 0
F7C9 0
F833 4
F896 0
F892 0
F851 0
F81C 8
F7FD 1
F7EB 0
F808 0
F85B 0
F89E 8
F885 1
F829 5
F7E0 0
F7DE 0
F825 4
F884 0
F89B 0
F834 0
F7A5 0
F78C 0
F81F 0
F8DA A
F908 0
F880 0
F7C7 0
F791 0
F81F 2
F8F5 4
F931 0
F882 0
F798 0
F768 0
F819 0
F8E8 0
F8FF 8
F84A 0
F78A 0
F796 4
F86A 2
F914 2
F8D5 0
F814 0
F7BB 0
F80F 2
F8A4 0
F909 1
F8F6 0
F862 0
F7C8 0
F7D4 0
F888 0
F91E 0
F8F6 10
F834 0
F789 0
F79B 0
F875 20
F945 0
F919 4
F820 0
F77F 0
F7E7 0
F8CF 0
F92B 0
F8AD 0
F80E 0
F810 0
F894 40
F8ED 2
F8CD 0
F871 0
F831 0
F832 0
F867 0
F895 0
F887 0
F86C 0
F888 22
F8AF 0
F896 4
F857 10
F83F 4
F857 0
F88B 0
F8CB 0
F8DE 0
F892 0
F832 0
F849 0
F8CE 20
F91F 0
F8DE 0
F84F 10
F7F7 0
F82A 0
F8AD 0
F8DA 14
F876 0
F816 0
F84A 4
F8B7 1
F8B7 28
F85D 0
F828 2
F845 0
F87B 0
F894 1
F882 0
F864 20
F868 1
F88B 0
F888 0
F846 0
F81A 0
F846 0
F887 0
F87D 21
F83E 8
F82C 0
F85E 2
F88A 0
F886 0
F862 8
F828 2
F7F4 9
F814 0
F895 0
F8E4 30
F887 8
F7EC 0
F7D8 0
F84B 0
F89D 0
F87F 0
F83B 0
F820 0
F82E 8
F844 2
F846 0
F827 0
F816 0
F847 0
F889 0
F874 0
F80F 0
F7DD 0
F823 40
F880 12
F878 0
F824 0
F7FB 0
F816 2
F833 1
F83B 0
F84E 0
F85C 0
F832 10
F7EE 0
F7ED 0
F840 0
F880 8
F858 0
F7EE 2
F7AD 0
F7D6 0
F854 0
F8C3 0
F8A7 4
F80D 0
F79E 0
F7DC 0
F87D 0
F8C7 9
F87A 0
F802 0
F7D6 0
F7F9 3
F82B 0
F842 0
F841 0
F82E 0
F80F 1
F807 0
F82B 0
F844 0
F837 0
F835 24
F84F 8
F854 10
F849 0
F863 0
F87B 8
F847 0
F801 0
F80E 1
F84A 9
F863 10
F854 0
F82D 0
F7F7 0
F7F8 0
F864 0
F8D1 0
F8AC 8
F81A 0
F7D6 0
F830 0
F8C2 0
F8E7 4
F86D 0
F7D7 0
F7C9 0
F856 8
F8F4 0
F90A 0
F88A 0
F802 0
F80A 0
F890 41
F8DD 0
F882 0
F7FF 0
F809 0
F884 8
F8C1 0
F886 0
F84F 0
F874 0
F8AF 0
F8A8 0
F87F 0
F87A 0
F892 10
F8AE 0
F8D3 2
F8D9 2
F89A 0
F860 1
F87E 28
F8BA 0
F8A4 4
F85D 0
F855 0
F88C 30
F8A8 0
F895 0
F88F 0
F8B2 0
F8CF 0
F8BD 0
F8A3 10
F8A9 2
F8B1 0
F894 10
F878 1
F890 2
F8AB 0
F887 0
F854 0
F862 4
F8A3 2
F8C9 24
F8BD 4
F8A1 0
F88A 0
F877 0
F874 0
F882 0
F88D 10
F8A3 10
F8D4 0
F8E3 0
F88E 0
F829 2
F852 4
F8E3 0
F90D 2
F899 20
F826 14
F832 0
F896 0
F8F2 0
F906 0
F8B6 0
F84B 0
F83D 20
F887 2
F89D 8
F859 26
F83D 2
F88E 2
F8DA 0
F8B5 0
F856 4
F834 20
F868 0
F8AC 0
F8B6 0
F884 2A
F84B 3
F82E 10
F826 20
F833 5
F85B 0
F87D 2
F870 8
F854 0
F853 0
F857 0
F850 0
F863 0
F880 0
F863 0
F822 0
F822 8
F85E 1
F86C 0
F83F 14
F82E 0
F850 0
F85E 0
F830 2
F7F9 0
F805 0
F85B 1
F8A7 0
F88D 0
F827 0
F7FA 0
F83F 10
F8AB 0
F8C1 0
F854 0
F7C5 0
F7B4 1
F846 46
F8DF 0
F8E0 4
F857 0
F7D1 0
F7C2 0
F83D 10
F8E4 0
F909 0
F867 0
F7A5 0
F7A7 0
F875 0
F924 0
F8EB 10
F80B 0
F781 0
F7D2 28
F887 0
F8EB A
F8CC 0
F864 0
F80A 0
F81D 0
F89E 0
F8EB 1
F88D 0
F80C 0
F823 10
F88E 8
F8AB 10
F882 0
F864 0
F839 0
F7FC 1
F816 0
F89F 4
F8ED 40
F88E 0
F810 0
F837 4
F8D2 0
F90C 0
F894 0
F802 0
F7FB 0
F861 11
F8AA 21
F8A9 1
F868 0
F7FA 2
F7CA 0
F855 0
F93C 0
F96A 0
F894 14
F7BA 0
F7B2 0
F84F 40
F8F3 50
F91F 0
F89E 8
F7DE 0
F7BD 0
F874 0
F92A 1
F901 0
F831 0
F7BA 0
F821 18
F8F3 8
F94F 2
F8CB 0
F7F7 0
F7C3 0
F869 1
F92D 2
F931 0
F871 0
F7CC 0
F809 12
F8E6 0
F95C 2
F8D9 0
F7F8 0
F7B0 0
F83B 44
F8F3 0
F926 0
F8BA 0
F829 0
F807 4
F86F 0
F8EB 0
F8F7 8
F8A0 E
F86D 0
F89B 0
F8D0 1
F8A9 1
F84B 2
F81D 1
F857 0
F8CE 0
F90A 3
F8B7 0
F830 0
F82F 0
F8C3 40
F931 24
F8EB 0
F842 0
F7F0 8
F840 20
F8CE 0
F8F9 0
F89E 0
F83A 0
F847 1
F8AE 0
F8F7 12
F8DB 0
F87E 2
F840 0
F855 0
F893 0
F8B1 24
F89E 0
F882 0
F88E 2
F8A3 0
F87B 3
F828 0
F81B 0
F873 1
F8C9 4C
F8C3 0
F87A 0
F832 8
F825 0
F86E 1
F8C8 1
F8BF 0
F850 1
F7FA 0
F81C 10
F88D 0
F8D0 0
F8A1 0
F848 0
F839 8
F86B 0
F889 0
F88B 18
F88D 0
F861 10
F7F5 0
F7BD 0
F81E 0
F8C3 1
F901 0
F8A0 0
F805 0
F7D0 2
F847 40
F903 0
F930 8
F880 0
F79E 0
F771 0
F82E 9
F919 0
F93E 0
F881 0
F7BE 20
F7BE 0
F859 0
F8DE 1
F8E3 0
F881 0
F81F 1
F80A 2
F83F 0
F886 1
F8AA 0
F896 0
F852 8
F808 18
F7F6 0
F832 0
F892 0
F8CB 0
F8A7 1
F82C 8
F7C7 0
F7FD 0
F8B8 16
F92D 1
F8CB 0
F7F4 0
F796 0
F808 0
F8C0 20
F902 0
F89A 0
F7F3 4
F7A6 1
F7FB C
F89E 8
F8D7 12
F855 0
F7B6 0
F7C8 0
F86C 0
F8DD 0
F8C6 0
F879 0
F83C 2
F813 1
F815 2
F860 0
F8AE 0
F89A 1
F833 0
F7D3 0
F7BE 0
F813 0
F8C1 0
F929 8
F89A 0
F790 0
F777 0
F89C 0
F990 0
F919 0
F7CA 0
F723 0
F7B2 45
F8C2 0
F952 4
F8EE 0
F802 0
F78C 0
F817 1
F903 30
F933 0
F875 0
F7B5 0
F7C0 C
F85C 2
F8C7 0
F8A0 0
F829 0
F7E5 0
F816 0
F889 0
F8CB 0
F8A4 0
F861 10
F862 0
F88F 20
F87F 22
F838 0
F82F 0
F87E 0
F8A6 9
F85F 0
F810 0
F826 0
F885 0
F8D1 2
F8D5 10
F883 0
F811 0
F806 0
F89C 1
F924 2
F8DE 4
F80A 0
F7A4 0
F81F 0
F8FC 0
F95E 10
F8DB 0
F7E9 0
F77F 0
F81B 0
F922 6
F97E 2
F8D2 0
F7E9 0
F7B8 0
F837 0
F8A0 0
F887 0
F84B 0
F85A 0
F894 0
F8AA 0
F88A 1
F865 0
F86F 10
F8A2 0
F8B9 0
F878 0
F80D 0
F7EE 0
F842 0
F8AD 1
F8B9 0
F85F 1
F811 0
F82D 0
F88E 2
F8BF 0
F892 8
F840 0
F815 4
F830 3
F879 0
F8BB 0
F8B0 1
F844 4
F7DD 4
F805 0
F8A9 8
F903 4
F89E 4
F7FC 0
F7DF A
F84E 0
F8BD 0
F8B9 0
F846 0
F7D3 0
F7DC 0
F857 8
F8B2 0
F889 0
F836 0
F84A 0
F8AC 4
F8BB 10
F84A 0
F7EA 0
F826 C
F8B3 0
F8CF 0
F845 0
F7B2 0
F7AF 0
F83A 2
F8DC 0
F90D 0
F892 0
F7DF 0
F7C2 0
F85B 41
F8E7 0
F8D3 14
F85A 0
F7F9 0
F7D8 0
F80E 0
F89F 0
F906 5
F8AC 20
F7E8 0
F7BC 0
F860 12
F8F7 0
F8CF 0
F838 0
F7EB 0
F828 4
F89B 1
F8D7 0
F899 0
F80B 0
F7BC 0
F80C 20
F8AB 2
F8F1 0
F8AC 0
F84D 0
F826 0
F81B 0
F82B 0
F878 0
F8BA 20
F87D 0
F7F9 0
F7E4 0
F85A 1
F8B7 0
F885 4
F809 0
F7E2 0
F851 10
F8DB 0
F8CB 2
F81E 0
F7B4 0
F81C 0
F8CB 0
F8DA 20
F839 0
F7B8 0
F7EF 10
F87C 0
F8AB 0
F857 0
F802 0
F81E 0
F872 4
F87A 0
F82E 0
F80A 0
F851 8
F8AE 0
F8AE 2
F852 0
F7EB 0
F7C8 4
F816 0
F898 10
F8A6 20
F80D 0
F797 0
F7FB 0
F8CE 20
F919 10
F893 0
F7C6 0
F76B 0
F7D5 0
F8B5 0
F933 0
F8B3 0
F7A3 0
F728 0
F7C7 10
F8CC 0
F924 0
F890 0
F7C7 0
F784 0
F7DD 10
F87B 0
F8F5 0
F8EC 0
F84A 4
F790 0
F766 0
F7E5 0
F88C 0
F8D9 0
F898 0
F7E6 0
F760 0
F7BA 0
F8BD 2
F93E 0
F89A 2
F799 0
F765 0
F81D 0
F8EA 0
F907 0
F859 0
F77A 0
F752 0
F834 0
F947 20
F94B 11
F826 0
F723 0
F765 0
F88D 2
F95B 10
F91D 0
F820 0
F74A 0
F773 0
F896 0
F98F 1
F949 3
F80E 0
F735 0
F787 0
F896 0
F95E 22
F938 0
F84C 0
F772 0
F776 0
F843 0
F8FB 0
F8EF 0
F85B 0
F7E6 0
F7E0 2
F82F 0
F898 0
F8DB 0
F8CC 0
F874 0
F813 0
F803 0
F85D 0
F8C6 8
F8C3 41
F844 0
F7CB 0
F7EB 0
F893 2
F906 0
F8A7 10
F7CC 0
F784 0
F831 8
F909 0
F916 10
F85D 0
F7C7 0
F7F6 0
F895 0
F8EB 0
F8AA 1
F828 0
F7E9 0
F812 0
F856 0
F86E 0
F86A 0
F86D 0
F863 0
F846 0
F834 0
F839 11
F842 0
F848 0
F845 0
F82D 0
F82E 0
F870 0
F8A9 0
F876 0
F814 0
F7FF 0
F834 0
F856 8
F853 0
F845 0
F825 4
F7F8 0
F7F7 0
F841 0
F8A8 0
F8D9 0
F893 1
F807 0
F7BD 0
F802 0
F88C 0
F8C6 3
F874 0
F7E8 0
F7C0 0
F831 0
F8A9 0
F87D 0
F7EC 0
F7C7 0
F834 20
F89F 24
F8A9 0
F863 0
F7FE 0
F7CF 0
F82D 0
F8D7 10
F907 0
F86C 0
F79E 0
F760 0
F7D8 20
F89B 8
F904 0
F8AA 0
F7DC 0
F77D 0
F80A 10
F8DF 2
F8F2 0
F829 0
F77B 0
F7B2 0
F86A 0
F8C7 0
F886 0
F81F 0
F813 10
F85C 0
F89C 12
F88D 0
F83E 0
F7FC 0
F810 18
F85B 2
F87C 0
F858 0
F835 0
F830 0
F827 0
F82D 0
F866 0
F891 0
F871 0
F84C 0
F860 2
F867 0
F838 0
F82D 0
F867 12
F882 2C
F849 0
F806 0
F80A 0
F851 0
F8AB 0
F8CC 0
F881 0
F80E 0
F807 0
F883 10
F8DF 0
F896 0
F7F9 0
F7BD 0
F81B 0
F8A8 0
F8E4 0
F8A9 0
F83A 0
F803 0
F835 6
F89F 0
F8EB 0
F8DE 4
F87B 10
F80A 2
F7E8 0
F82E 0
F8AA 0
F906 1
F8F0 0
F86D 0
F7F7 0
F810 0
F890 0
F8E9 0
F8E6 0
F8AD 20
F857 0
F80D 0
F823 0
F898 0
F8F1 0
F8D9 0
F87F 2
F836 0
F829 0
F859 0
F8A0 1
F8C1 4
F8B3 1
F89E 0
F88E 0
F871 0
F85A 0
F875 4
F8AA 0
F8AD 2
F870 0
F842 0
F863 0
F8AF 0
F8C7 C
F881 0
F81A 0
F7FF 0
F857 0
F8BD 0
F8A4 0
F820 0
F7F9 0
F89F 0
F955 0
F91F 0
F827 0
F78D 0
F7F6 0
F8DF 0
F947 2
F8B4 0
F7A3 0
F71F 0
F7BF 4
F901 0
F99F 0
F8EF 0
F7A9 0
F71A 0
F7C2 8
F8F7 40
F99E 4
F918 0
F7D7 0
F707 0
F769 0
F883 C
F93C 0
F90C 0
F84E 0
F7B3 4
F7A5 4
F825 10
F8D8 0
F926 0
F8A5 0
F7B6 8
F74A 0
F7D2 0
F8BC C
F927 0
F8C2 0
F7EE 0
F769 0
F7CE 0
F8E5 20
F982 44
F8D6 20
F7B0 0
F771 0
F837 22
F8F2 1
F8EB 0
F85C 0
F7DA 0
F7CC 0
F84A 1
F8ED 0
F8F6 0
F84C 0
F7E4 0
F85D 0
F8F5 0
F8C1 0
F823 0
F809 0
F85E 0
F889 11
F88A 0
F89A 2
F886 0
F84A 0
F852 0
F8A4 0
F8B4 0
F869 0
F853 0
F891 20
F895 8
F833 0
F7FB 0
F84E 0
F8D2 0
F8F7 0
F8AC 0
F843 4
F80C 0
F840 10
F8CF 0
F92D 10
F8E1 0
F82F 0
F7D6 0
F81A 0
F88E 1
F8C4 0
F8B6 10
F889 0
F859 44
F841 0
F863 10
F8BD 0
F8FE 2
F8C8 0
F842 5
F7F3 0
F827 0
F8A2 0
F8FD 1
F8EB 0
F863 0
F7D2 21
F7E2 10
F89B 25
F92E 10
F8F5 1
F84B 0
F7FF 8
F84D 2
F8C9 2
F8F1 24
F8A5 0
F833 0
F812 0
F861 8
F8BC 2
F8AC 0
F844 0
F817 0
F866 1
F8D1 0
F8D2 0
F85D 0
F7F3 0
F816 0
F8AF 0
F905 40
F8A4 0
F808 0
F7FE 1
F883 41
F8DE 0
F8AF 0
F855 0
F840 0
F870 0
F88F 2
F86D 10
F834 0
F831 0
F86E 4
F89B 30
F87F 0
F849 0
F851 0
F898 A
F8B0 4
F873 0
F846 0
F873 4
F8AC 20
F894 0
F857 0
F845 8
F852 3
F85E 0
F871 8
F87A 0
F85B D
F838 0
F852 0
F88D 0
F893 10
F85E 0
F840 0
F85E 0
F87D A
F872 0
F85A 10
F85D 0
F873 9
F88E 0
F89F 0
F873 0
F806 0
F7D1 0
F837 0
F8CA 8
F8CA 0
F83B 0
F7E0 0
F822 0
F8AA 0
F8EB 2
F8AF 8
F82D 0
F7DB 1
F810 4
F8A2 10
F8FB 0
F8C4 0
F849 0
F7F7 4
F7F3 2
F83E 0
F8AD 0
F8D3 8
F87A 1
F809 0
F7FE 0
F85F 0
F8CD 2
F8E2 3
F87B 1
F7E9 0
F7BE 4
F832 4
F8D7 0
F905 0
F88F 0
F7F0 0
F7C7 0
F838 0
F8DD 2
F923 2
F8BB 2
F7EF 0
F778 1
F7DB 4
F8CA 18
F955 1
F8E7 10
F7EA 0
F752 0
F7B3 0
F8C1 2
F982 0
F923 0
F7E9 0
F71B 0
F79E 0
F8DA 0
F970 40
F8E0 0
F7F4 0
F793 0
F7E8 2C
F896 20
F90F 10
F8DE 0
F81A 0
F78D 0
F7D6 1
F897 0
F8F0 0
F89C 0
F831 0
F826 0
F84F 0
F858 0
F835 8
F811 0
F820 0
F867 1
F8A5 20
F888 2
F82A 0
F809 0
F859 6
F8AB 5
F886 8
F82C 0
F82A 10
F86F 12
F87F 40
F856 0
F844 0
F847 0
F83E 0
F844 0
F859 0
F84A 0
F83B 0
F87B 0
F8C5 18
F89A 0
F829 0
F7FC 0
F82A 0
F867 0
