F98F F930
F7AC 0
F7A7 0
F7A6 0
F7AB 0
F7BC 0
F7D0 0
F7DA 0
F7D4 0
F7C8 10
F7B9 34
F7AB 0
F79B 0
F789 0
F77A 2
F771 0
F76E 0
F76E 40
F76A 41
F769 40
F76F B
F77B 1
F78B 0
F798 10
F7A6 0
F7B3 0
F7BD 0
F7C3 0
F7C5 0
F7C9 0
F7D3 0
F7E7 0
F800 0
F821 0
F840 0
F85A 0
F870 0
F889 0
F8A3 0
F8B8 0
F8C7 0
F8D0 0
F8D3 0
F8D2 0
F8CC 0
F8C0 0
F8B1 5
F8A5 4
F8A2 20
F8A5 5
F8A7 1
F8A8 0
F8AA 0
F8AF 0
F8AB 80
F89D 0
F88C 0
F87B 0
F86E 0
F861 0
F850 0
F83C 0
F82E 0
F829 0
F82F 0
F83C 0
F84C 0
F85D 0
F870 0
F889 14
F8A6 0
F8BD 0
F8CD 0
F8DA 0
F8E8 0
F8F8 0
F90E 0
F925 0
F938 0
F948 0
F95E 0
F979 0
F993 0
F9A7 0
F9B8 0
F9C9 0
F9D6 0
F9DF 1
F9DE 0
F9D8 0
F9D0 0
F9C9 0
F9C0 8
F9B6 0
F9AE 0
F9A7 2
F99C 92
F989 83
F971 80
F956 80
F93C 0
F922 80
F905 80
F8E6 80
F8CB 4C
F8B7 0
F8AA 30
F89F 0
F899 0
F896 1
F896 0
F895 0
F892 0
F88B 0
F879 1
F865 0
F84E 0
F837 0
F826 0
F81E 0
F81E 0
F821 0
F826 0
F82C 0
F836 0
F841 0
F847 0
F845 0
F838 0
F827 0
F813 0
F7FA 0
F7E1 0
F7CB 0
F7B8 0
F7A7 0
F799 0
F78F 0
F78A 0
F787 0
F780 0
F774 0
F764 0
F756 0
F74C 10
F742 0
F737 22
F730 2
F72C 0
F72E 20
F736 0
F73D 0
F742 10
F748 0
F750 1
F75D 4
F767 0
F76F 8
F775 4
F77D 0
F788 0
F795 0
F7A5 0
F7B4 0
F7C3 0
F7D3 0
F7E2 0
F7EA 0
F7EE 0
F7F1 0
F7F1 0
F7F1 0
F7F2 0
F7F1 0
F7EC 0
F7E6 0
F7DE 0
F7D8 0
F7D5 0
F7D5 0
F7D4 0
F7D5 0
F7DA 0
F7E3 0
F7EB 0
F7F0 0
F7EF 0
F7ED 0
F7EF 0
F7F7 0
F801 0
F806 0
F808 0
F803 1
F7FE 0
F800 0
F80B 28
F817 20
F81C 0
F81F 0
F829 1
F83C 40
F84B 1
F850 12
F84E 2
F84A 9
F84B 20
F858 22
F86B 2
F877 0
F876 0
F870 0
F86B 0
F86D 0
F87B 0
F889 0
F88E 0
F890 0
F8A0 0
F8BF 0
F8E2 0
F8FF 0
F910 0
F919 0
F925 0
F938 0
F946 0
F943 0
F92F 0
F916 0
F901 0
F8F8 39
F8FD 30
F90B 21
F91A 40
F926 44
F934 4
F945 40
F954 4
F959 3
F949 8
F924 43
F8F3 42
F8C2 40
F891 40
F85E 1
F82F 10
F80C 81
F7F6 22
F7EB 22
F7EB 0
F7F2 0
F7FC 0
F801 0
F7F7 0
F7DF 0
F7BD 0
F7A0 0
F78D 0
F779 0
F764 0
F756 0
F756 0
F765 0
F77B 0
F78E 0
F799 0
F7A0 0
F7A4 0
F7A1 0
F79A 0
F793 0
F78C 0
F788 0
F789 0
F78E 0
F797 0
F7A6 0
F7B7 0
F7C4 0
F7C4 0
F7BC 0
F7B4 0
F7AB 0
F79B 21
F787 4
F774 4
F769 0
F769 0
F774 40
F782 40
F78E 2
F79A 8
F7AB 0
F7BA 0
F7C5 0
F7CF 0
F7D6 0
F7D8 0
F7DB 0
F7DE 0
F7E3 0
F7EC 0
F7FB 0
F811 0
F82F 0
F84C 0
F866 0
F87F 0
F897 0
F8AB 0
F8B7 0
F8BF 0
F8C4 0
F8C4 0
F8BE 0
F8B6 0
F8AD 0
F8A6 2
F8A1 9
F89E 10
F89D 0
F899 0
F895 0
F897 0
F89C 10
F8A0 0
F89E 0
F896 0
F88A 0
F87F 10
F87A 0
F873 0
F866 0
F858 0
F853 A
F856 0
F85F 0
F86D 0
F87C 0
F88D 8
F8A2 0
F8BF 0
F8DE 0
F8FA 0
F90D 0
F919 0
F923 0
F934 0
F94A 0
F95C 0
F969 0
F979 0
F98D 0
F9A8 0
F9C3 0
F9DA 0
F9E9 0
F9F4 4
F9FD 0
FA04 0
FA06 0
FA03 0
FA00 0
F9FA 0
F9F2 80
F9E8 0
F9DD 0
F9D2 0
F9C4 50
F9AF 40
F992 C4
F974 0
F95C 0
F948 0
F935 8
F921 20
F911 4
F90C 0
F90C 0
F90A 0
F904 8
F8FB 84
F8F3 0
F8E9 0
F8DB 4
F8CA 0
F8B8 0
F8AB 0
F8A1 0
F898 1
F894 0
F896 0
F89E 0
F8AA 0
F8B3 0
F8B9 0
F8BC 0
F8B7 0
F8AB 0
F89A 0
F886 0
F875 0
F865 0
F856 0
F844 0
F832 0
F824 0
F818 0
F809 0
F7F4 10
F7DD 18
F7CD 18
F7C4 0
F7BB 10
F7B1 10
F7A9 0
F7A6 0
F7A5 0
F7A3 0
F7A1 0
F7A3 0
F7A8 0
F7AB 10
F7AA 1
F7A7 0
F7A7 8
F7AD 0
F7B5 0
F7BC 20
F7C7 20
F7DA 20
F7F3 2
F80D 2
F820 0
F829 3
F82D 0
F833 4
F83A 0
F83A 0
F837 0
F836 0
F834 0
F834 0
F835 0
F837 0
F839 0
F839 0
F835 0
F82F 0
F828 0
F823 0
F824 0
F824 0
F81D 0
F818 0
F819 0
F823 0
F82F 0
F835 0
F836 0
F837 0
F83E 1
F846 4
F84E 10
F851 2
F84F 0
F84F 0
F857 0
F863 0
F86F 0
F87F 0
F88E 0
F896 0
F898 4
F89D 0
F8A6 0
F8AF 0
F8B4 1
F8B5 0
F8B4 0
F8B7 0
F8C3 0
F8CF 0
F8D5 0
F8D8 0
F8E3 0
F8F0 0
F8F9 0
F903 0
F913 0
F929 0
F940 0
F94C 0
F94E 0
F94E 1
F956 0
F960 1
F95E 4
F94F 0
F93F 4
F936 10
F936 2
F93A 0
F93F 0
F940 80
F941 80
F948 A8
F952 80
F95B 80
F95F 0
F956 0
F93A 0
F912 1
F8E9 8
F8C7 0
F8A3 14
F87B 82
F853 81
F835 C0
F82B 90
F830 0
F836 0
F836 28
F838 2
F83C 0
F839 0
F82A 0
F817 0
F807 0
F7F7 0
F7E5 0
F7D3 0
F7C4 0
F7C0 0
F7C9 0
F7D6 0
F7E1 0
F7E8 0
F7F5 0
F802 0
F80A 0
F808 0
F7FD 0
F7F0 0
F7E6 0
F7E1 0
F7E0 0
F7E3 0
F7E9 0
F7F1 0
F7F2 10
F7ED 0
F7E8 0
F7E3 0
F7D8 80
F7C7 20
F7B7 80
F7B0 83
F7B3 80
F7B8 80
F7BA 8
F7BA 0
F7C2 40
F7D0 2
F7E1 5
F7EF 0
F7FA 0
F801 0
F806 0
F80C 0
F812 0
F818 0
F81E 0
F826 0
F832 0
F849 0
F869 0
F887 0
F89A 0
F8A8 0
F8B6 0
F8C7 0
F8D7 0
F8E1 0
F8E2 0
F8E0 0
F8E1 0
F8DF 0
F8D5 0
F8C3 0
F8B3 0
F8A8 0
F89F 0
F898 8
F892 81
F88E 0
F88E 4
F891 3
F891 C
F88B 20
F883 0
F87D 0
F878 0
F876 0
F872 1
F86B 0
F863 0
F862 0
F86B 0
F87B 0
F890 0
F8A7 0
F8BF 0
F8DC 0
F8FD 0
F91C 0
F933 40
F946 0
F95C 0
F975 2
F98E 0
F9A3 0
F9B6 0
F9CA 0
F9DF 0
F9F1 0
F9FF 0
FA0B 0
FA16 0
FA20 10
FA29 0
FA29 0
FA22 0
FA18 0
FA0C 0
F9FC 0
F9E6 0
F9CD 81
F9B6 40
F9A3 1
F994 80
F982 10
F967 0
F94F 1
F93C 2
F92B 20
F917 20
F901 0
F8EC 0
F8DB 8
F8CC 80
F8BF 1
F8B6 92
F8AE 0
F8A9 0
F8A8 0
F8A8 0
F8AA 10
F8AF 4
F8B2 1
F8B5 4
F8B5 0
F8B5 0
F8B8 0
F8BF 0
F8C6 0
F8CA 0
F8CC 0
F8CB 0
F8C7 0
F8C1 0
F8B8 0
F8A9 0
F896 0
F883 0
F870 0
F85E 0
F84E 0
F840 0
F82E 0
F819 0
F805 0
F7F2 0
F7DF 0
F7CF 0
F7BD 1
F7A9 0
F799 0
F78F 10
F788 0
F783 0
F784 0
F789 0
F78F 4
F797 0
F79B 0
F79C 0
F7A1 0
F7A9 0
F7B1 2
F7B8 2
F7C0 0
F7CF 10
F7E5 8
F7FB 0
F80B 0
F817 2
F821 0
F827 0
F82E 0
F831 0
F82D 0
F828 0
F825 0
F824 0
F81F 0
F81B 0
F819 0
F815 0
F80C 0
F7FE 0
F7F0 0
F7E9 0
F7EB 0
F7EF 0
F7E8 0
F7DC 0
F7D8 0
F7E1 0
F7ED 0
F7F0 0
F7EB 0
F7E9 0
F7EF 0
F7F9 3
F7FF 1
F7FA 0
F7EF 0
F7EE 4
F7FD 0
F812 0
F821 A
F82B 0
F83C 0
F85B 0
F87E 4
F895 0
F89B 4
F89F 0
F8A8 10
F8B1 0
F8B1 1
F8A6 2
F89B 0
F89F 0
F8B5 0
F8CC 0
F8D6 0
F8DF 0
F8F6 0
F921 0
F952 0
F96C 0
F96B 0
F95F 0
F955 4
F94B 6
F936 20
F912 20
F8EC 10
F8D6 8
F8D5 0
F8E2 4
F8EE 0
F8F6 10
F8FB 0
F907 12
F912 1
F916 C
F90C 0
F8F5 48
F8CF 60
F8A4 64
F87A 20
F850 60
F827 40
F807 0
F7F4 1
F7EC 0
F7EE 8
F7F3 8
F7F3 0
F7ED 0
F7EA 0
F7E7 0
F7DD 0
F7CF 0
F7CD 0
F7D5 0
F7E1 0
F7E7 0
F7E5 0
F7E2 0
F7E6 0
F7F0 0
F7F5 0
F7EF 0
F7E5 0
F7E0 0
F7E1 0
F7E2 0
F7E1 0
F7E3 0
F7EC 0
F7F8 0
F800 0
F800 0
F7FE 0
F7FB 0
F7F3 0
F7E2 0
F7C7 0
F7B1 1
F7A6 9
F79E 0
F792 0
F780 10
F774 0
F774 4
F77A 10
F77B 40
F776 41
F774 68
F77F 2
F791 0
F79F 0
F7AA 0
F7B5 0
F7C1 0
F7CE 1
F7D9 0
F7DF 0
F7E1 0
F7E5 0
F7EF 0
F7FE 0
F80F 0
F824 0
F839 0
F84D 0
F869 0
F889 0
F89C 0
F8A1 0
F89B 0
F891 0
F885 0
F876 0
F85F 0
F847 0
F839 0
F83D 0
F843 11
F840 0
F83D 0
F83F 10
F845 3
F845 21
F839 0
F820 2
F80A 0
F7FF 0
F7F9 0
F7F1 0
F7E9 2
F7ED 0
F800 0
F81A 0
F830 0
F83C 0
F840 0
F84B 0
F861 0
F879 0
F88C 0
F89D 0
F8B4 1
F8D8 4
F905 0
F930 0
F94E 0
F962 0
F977 0
F98F 0
F9A7 0
F9B3 0
F9B6 0
F9B5 0
F9BA 0
F9C5 0
F9D1 0
F9D6 1
F9D7 8
F9DC 8
F9E1 0
F9DE 2
F9D0 0
F9B8 0
F99A 1
F977 4
F94E 96
F926 0
F906 80
F8EE 0
F8DC 2
F8CB 11
F8B8 0
F8AA 2
F8A1 8
F89A 10
F894 0
F88B 44
F87D 4
F870 1
F868 0
F860 0
F857 0
F850 4
F84A 0
F846 0
F848 0
F851 0
F861 0
F873 0
F880 0
F88D 0
F899 0
F8A4 0
F8AC 0
F8AD 0
F8A6 0
F89B 0
F88B 0
F87A 0
F866 0
F851 0
F83D 0
F82C 0
F81C 0
F80B 0
F7FB 0
F7EF 0
F7E5 0
F7D7 0
F7C4 0
F7AD 0
F796 0
F783 4
F772 11
F762 0
F755 0
F751 4
F751 0
F754 2
F758 0
F75C 0
F764 0
F76C 0
F76F 2
F770 0
F771 10
F770 0
F775 0
F781 0
F78E 0
F79C 0
F7A9 0
F7B6 0
F7C3 0
F7CD 0
F7D4 0
F7D8 0
F7D8 0
F7D6 0
F7D2 0
F7CB 0
F7C2 0
F7BD 0
F7BB 0
F7B8 0
F7B7 0
F7B7 0
F7B7 0
F7B8 0
F7BA 0
F7BB 0
F7B7 0
F7B1 0
F7AF 0
F7B2 0
F7B6 0
F7BB 0
F7BB 0
F7B5 0
F7B0 0
F7B0 0
F7B4 0
F7BF 0
F7CC 0
F7D2 0
F7D5 0
F7DA 0
F7EA 0
F801 0
F816 0
F824 0
F829 0
F82B 0
F831 1
F838 0
F83B 0
F83F 0
F848 0
F853 0
F85B 0
F863 0
F879 0
F89E 0
F8C6 0
F8E7 0
F8F6 0
F8FC 0
F909 0
F921 0
F92F 0
F924 0
F905 1
F8E8 0
F8D9 0
F8D8 8
F8DF 2A
F8E2 0
F8DE 10
F8DD 0
F8E6 50
F8F7 40
F90A 4A
F912 0
F90A 0
F8ED 18
F8C4 2
F89B 0
F876 0
F84E 2
F821 0
F7F6 0
F7D7 70
F7C8 0
F7C8 8
F7CE 2
F7D1 1
F7D5 0
F7D7 0
F7D2 0
F7CB 0
F7C6 0
F7C4 0
F7C2 0
F7BA 0
F7B0 0
F7B0 0
F7C0 0
F7D8 0
F7EA 0
F7F4 0
F7FC 0
F805 0
F80B 0
F80D 0
F80B 0
F80B 0
F811 0
F816 0
F817 0
F81D 0
F82A 0
F83A 0
F842 0
F83E 0
F833 0
F825 4
F816 0
F801 20
F7E7 0
F7CA 0
F7BA 0
F7BB 0
F7BD 0
F7BC 0
F7BB 0
F7BF 40
F7C7 0
F7D1 0
F7D6 0
F7D6 0
F7D7 0
F7D9 0
F7DE 0
F7E3 0
F7E4 2
F7E5 0
F7E9 0
F7F3 0
F802 0
F815 0
F829 0
F839 0
F845 0
F85A 0
F872 0
F886 0
F893 0
F89B 0
F89F 0
F8A2 0
F89F 0
F894 0
F885 0
F874 0
F864 2
F857 2
F84E 0
F84D 21
F853 2
F85A 0
F85F 41
F85E 40
F85A 0
F855 0
F84D 0
F842 0
F830 0
F819 0
F808 0
F801 0
F800 0
F802 0
F804 0
F80C 0
F81F 0
F83A 0
F85A 0
F875 0
F889 0
F89C 0
F8B6 0
F8D3 10
F8F2 1
F90E 0
F928 0
F943 0
F960 0
F97C 0
F993 0
F9A4 0
F9B1 0
F9BF 0
F9CD 0
F9D7 0
F9E0 0
F9EC 0
F9F9 0
FA02 0
FA05 8
FA02 4
F9FD 0
F9F7 0
F9E7 4
F9CA E0
F9A4 20
F97D 0
F95B 0
F93D 4
F921 A0
F906 80
F8EE 10
F8DB 80
F8CE 0
F8C5 85
F8C0 0
F8B8 20
F8AE 20
F8A5 0
F899 0
F88C 4
F880 41
F876 40
F86C 0
F861 0
F85D 0
F860 0
F869 0
F877 0
F887 0
F896 0
F8A1 0
F8AE 0
F8B9 0
F8BF 0
F8C1 0
F8BF 0
F8B7 0
F8AA 0
F89B 0
F88C 0
F87F 0
F872 0
F864 0
F858 0
F84A 0
F840 10
F839 0
F82E 0
F822 0
F815 3
F808 11
F7FB 4
F7EE 0
F7E6 40
F7E1 0
F7DD 8
F7D7 0
F7D1 11
F7CD 0
F7CF 20
F7D4 2
F7D8 1
F7DA 0
F7DC 2
F7E5 C
F7F2 10
F801 0
F80D 0
F816 2
F81D 0
F821 2
F826 0
F824 0
F81D 0
F815 0
F80D 0
F807 0
F800 0
F7F8 0
F7F2 0
F7F2 0
F7F6 0
F7F9 0
F7FA 0
F7F9 0
F7F6 0
F7EF 0
F7E6 0
F7DC 0
F7D3 0
F7C9 0
F7C0 0
F7BC 0
F7BF 0
F7C7 0
F7D1 0
F7DB 6
F7DF 14
F7E0 22
F7E6 28
F7F1 2
F7FD 8
F804 8
F808 0
F808 4
F80D 28
F81A 30
F82B 30
F83D 4
F84C C
F859 10
F863 16
F86A 25
F873 3
F87D 10
F886 0
F88A 0
F887 0
F889 0
F89D 0
F8C3 0
F8EB 0
F908 0
F915 0
F91F 0
F92C 0
F93D 0
F945 0
F939 10
F91C 0
F8FB 0
F8E8 1
F8E5 0
F8EC 1
F8F4 8
F8F7 42
F8FB 40
F906 10
F91E 0
F937 0
F945 0
F93A 34
F91B 0
F8F2 1
F8CA 0
F8A3 4
F87A 0
F851 0
F82D 0
F815 0
F80B B
F80F 10
F816 81
F81C 0
F81C 20
F80E 0
F7F9 1
F7E4 12
F7DA 0
F7DA 0
F7D8 0
F7CB 0
F7BD 0
F7BC 0
F7C8 0
F7DA 0
F7EB 0
F7F8 0
F802 0
F80B 0
F813 0
F817 0
F817 0
F81B 0
F823 0
F82A 0
F835 0
F849 0
F863 0
F879 0
F885 0
F885 1
F87C 11
F876 40
F86C 24
F85B 5
F847 10
F835 0
F82F 0
F832 0
F837 0
F838 80
F837 80
F838 80
F83A 20
F840 0
F843 4
F83E 18
F836 0
F82B 0
F823 0
F822 0
F822 0
F823 0
F826 0
F82D 0
F83C 0
F84C 0
F859 0
F864 0
F86E 0
F87A 0
F887 0
F893 0
F89D 0
F8A4 0
F8AA 0
F8AB 0
F8AA 0
F8A5 0
F8A1 8
F89D 0
F896 0
F88D 1
F887 0
F886 0
F885 2
F883 0
F87F 0
F878 2
F870 0
F86E 0
F86C 2
F866 0
F85A 0
F84E 0
F846 1
F840 0
F83F 0
F841 0
F845 4
F848 0
F84E 4
F858 0
F866 0
F873 8
F87F 0
F88C 0
F8A0 0
F8BC 0
F8DD 0
F8F8 0
F910 0
F92B 0
F948 0
F963 0
F974 0
F97E 0
F987 0
F994 0
F9A4 0
F9B4 2
F9C0 0
F9CD 34
F9DE 44
F9F2 40
FA02 1
FA07 9
FA04 43
F9F9 8
F9E8 0
F9CE 0
F9AB 0
F987 6
F968 10
F94C 0
F935 8
F922 8
F914 0
F90D 8
F908 8
F8FF 8
F8ED 0
F8D8 4
F8C9 0
F8B9 0
F8A3 0
F88C 8
F877 4
F867 40
F861 44
F863 10
F867 10
F870 0
F87C 0
F889 0
F895 0
F89E 0
F8A2 0
F8A6 0
F8A5 0
F8A1 0
F89F 0
F89D 0
F89A 0
F895 0
F88F 0
F88B 0
F885 0
F87B 0
F86E 0
F85F 0
F851 0
F844 0
F832 10
F81E 0
F80B 0
F7FE 0
F7F9 0
F7F1 4
F7E6 4
F7DF 61
F7DC 0
F7DD 0
F7DC 0
F7D5 0
F7CE 0
F7CE 0
F7D4 0
F7D8 0
F7DA 0
F7D9 0
F7DD A
F7E7 0
F7F9 40
F80C 0
F81A 3
F822 28
F828 12
F82F 4
F835 0
F83B 0
F83F 0
F83B 0
F835 0
F830 0
F82B 0
F825 0
F81F 0
F818 0
F810 0
F808 0
F802 0
F7FB 0
F7F6 0
F7F6 0
F7F0 0
F7DE 0
F7CA 0
F7C2 0
F7C3 0
F7C9 0
F7CB 0
F7C8 0
F7C6 0
F7C7 8
F7CC 0
F7CC 8
F7C7 0
F7C5 40
F7CB 4
F7CF 0
F7D4 0
F7DB 8
F7E7 C
F7F5 9
F808 0
F81F 20
F835 20
F846 0
F850 1
F853 2
F855 0
F85C 0
F866 0
F869 0
F865 0
F869 0
F882 0
F8AD 0
F8D8 0
F8F6 0
F904 0
F90E 0
F91B 0
F923 0
F917 0
F8F6 0
F8D3 0
F8BA 0
F8B0 0
F8B0 0
F8B6 0
F8C2 12
F8D4 2
F8E6 B
F8F9 1
F90A 10
F913 0
F90E 80
F8F6 0
F8CD 0
F89E 0
F873 2
F84B 16
F824 1
F807 0
F7FD 3
F7FD 2
F803 0
F808 0
F808 0
F802 40
F7FB 40
F7EF 2
F7DB 0
F7C6 0
F7B9 0
F7B9 0
F7BB 0
F7B9 0
F7B5 0
F7B6 0
F7C0 0
F7CB 0
F7D2 0
F7D3 0
F7CF 0
F7CE 0
F7D1 0
F7D6 0
F7DF 0
F7EA 0
F7F6 0
F802 0
F811 0
F823 0
F830 0
F838 0
F838 0
F831 0
F82C 0
F827 0
F820 5
F814 0
F808 2
F801 0
F801 0
F806 20
F806 80
F806 80
F806 3
F809 0
F812 0
F81D 1
F827 0
F82E 1
F831 0
F830 0
F82F 0
F830 22
F82C 0
F824 0
F81D 0
F819 0
F81D 0
F829 0
F83C 0
F84F 0
F861 0
F876 0
F88C 0
F8A0 0
F8AA 0
F8A9 0
F89E 0
F890 0
F882 0
F876 0
F869 0
F85C 0
F854 4
F851 0
F854 0
F85C 0
F865 24
F866 8
F860 8
F855 0
F848 0
F83B 2
F833 20
F82B 0
F81E 9
F813 10
F80F 0
F813 0
F818 2
F81B 4
F81B 5
F818 0
F817 0
F820 0
F82E 0
F83C 0
F849 0
F857 0
F86D 0
F88D 0
F8AE 0
F8CC 0
F8E8 0
F8FB 0
F90C 0
F91C 0
F926 0
F92B 0
F934 0
F940 0
F953 0
F966 0
F979 0
F98F 0
F9A3 0
F9B2 0
F9BA 0
F9B7 0
F9AB 24
F99E 5
F98E 8
F978 20
F95A 80
F939 1
F91C 80
F905 4
F8F3 88
F8E4 80
F8D4 0
F8C3 0
F8B6 20
F8AB 0
F89F 11
F893 0
F887 1
F87B 26
F86F 20
F862 0
F855 14
F849 0
F83F 0
F836 0
F833 0
F834 0
F838 0
F83F 0
F84B 0
F857 0
F864 0
F870 0
F877 0
F87B 0
F87E 0
F87D 0
F877 0
F86E 0
F861 0
F853 0
F848 0
F83D 0
F832 0
F827 0
F81C 0
F813 0
F80A 0
F7FE 0
F7F2 0
F7E6 0
F7DE 4
F7D5 4
F7CA 40
F7C0 0
F7B9 2
F7B4 0
F7B1 0
F7AB 0
F7A6 0
F7A6 1
F7AB 0
F7B0 0
F7B3 0
F7B6 0
F7BE 40
F7CD 10
F7DC 1
F7E9 10
F7F2 0
F7FC 0
F808 0
F818 0
F824 0
F829 0
F828 0
F822 0
F81C 0
F815 0
F80F 0
F809 0
F804 0
F800 0
F7F9 0
F7F2 0
F7F0 0
F7F0 0
F7F0 0
F7F1 0
F7EE 0
F7E4 0
F7D7 0
F7C9 0
F7BC 0
F7AE 0
F7A0 0
F795 0
F78F 0
F791 0
F79B 0
F7A9 1
F7B4 4
F7BB 8
F7C0 0
F7C4 0
F7C7 0
F7CD 0
F7D7 8
F7E4 2
F7F0 30
F7F7 0
F7F9 2
F7FA 0
F801 20
F80E 0
F81E 0
F82F 0
F83B 0
F844 0
F84E 0
F85F 0
F87D 0
F8A3 0
F8C5 0
F8DE 0
F8EF 0
F901 0
F913 0
F91A 0
F907 0
F8DE 0
F8B1 0
F896 0
F88C 0
F890 0
F898 0
F89E 0
F8AA 0
F8C0 10
F8DB 5
F8F2 1
F900 50
F8FD 0
F8E1 8
F8B2 0
F87F 40
F84F 2
F820 C
F7F1 50
F7CA 40
F7B0 0
F7AB 0
F7BC A
F7D4 10
F7E5 20
F7ED 40
F7EE 10
F7E6 0
F7D6 0
F7C9 0
F7C5 0
F7C3 0
F7BE 0
F7B8 0
F7B7 0
F7BC 0
F7CA 0
F7D7 0
F7DC 0
F7DD 0
F7DF 0
F7E6 0
F7ED 0
F7F2 0
F7F7 0
F7FD 0
F802 0
F809 0
F814 0
F823 0
F833 0
F83F 0
F83D 0
F831 0
F824 4
F81C 1
F815 10
F808 0
F7FD 0
F7FA 0
F804 30
F815 0
F821 0
F824 1
F823 80
F828 0
F837 0
F846 0
F853 0
F85B 0
F861 0
F866 2
F86B 0
F872 0
F877 4
F876 0
F873 0
F873 2
F879 0
F884 0
F88F 0
F899 0
F8A8 0
F8BD 0
F8D2 0
F8E1 0
F8E9 0
F8E6 0
F8DA 0
F8C8 0
F8B0 0
F896 0
F87C 0
F866 0
F858 4
F853 4
F858 0
F862 8
F86D 10
F874 2
F875 6
F871 0
F869 0
F85F 0
F851 1
F83E 0
F826 0
F815 2
F80F 0
F816 0
F823 20
F831 0
F83F 81
F851 0
F867 0
F87F 0
F891 0
F89B 0
F8A2 0
F8AF 0
F8C4 0
F8DE 0
F8F9 30
F90F 20
F922 0
F935 0
F94A 0
F95E 0
F96D 0
F978 0
F97F 0
F986 0
F990 0
F99B 2
F9A7 0
F9B3 1
F9BC 2
F9C0 10
F9C0 8
F9BD 0
F9B4 10
F9A7 0
F991 2
F977 2
F95A 10
F940 0
F92A 0
F917 C0
F904 80
F8F5 90
F8E9 0
F8DB 8
F8CF 80
F8C5 0
F8BB A
F8B0 0
F8A7 20
F89D 8
F894 0
F88B 0
F885 0
F87F 2
F87A 0
F878 20
F879 0
F87C 0
F881 0
F887 0
F88F 0
F899 0
F8A3 0
F8AC 0
F8B1 0
F8B5 0
F8B4 0
F8AE 0
F8A5 0
F89A 0
F891 0
F886 0
F87C 0
F871 0
F863 0
F855 0
F84A 0
F83D 1
F82D 0
F81F 0
F811 0
F805 2
F7FA 0
F7F0 9
F7E8 0
F7E6 4
F7E8 0
F7E9 0
F7E5 0
F7E2 0
F7E2 0
F7E4 8
F7E6 5
F7E7 0
F7E7 0
F7E7 0
F7F0 0
F803 0
F817 24
F82A 3
F83A 10
F847 0
F856 1
F863 0
F86C 0
F86C 0
F864 0
F859 0
F851 0
F84C 0
F847 0
F83F 0
F838 0
F833 0
F831 0
F82F 0
F82D 0
F829 0
F822 0
F818 0
F80B 0
F7FF 0
F7F4 0
F7E9 0
F7DE 0
F7D7 0
F7D2 0
F7CE 0
F7CB 0
F7CA 2
F7C8 6
F7C5 20
F7C6 20
F7CC 18
F7D6 0
F7E0 7
F7EC 0
F7F8 A
F803 0
F814 0
F82B 0
F838 0
F836 8
F834 0
F83A 0
F84A 0
F860 4
F875 8
F87E 6
F881 0
F892 0
F8B7 0
F8DF 0
F903 0
F91A 0
F925 0
F92C 0
F936 0
F93A 0
F92A 0
F90C 2
F8EC 8
F8D5 1
F8C9 2
F8C9 0
F8CE 8
F8D4 0
F8D8 15
F8DF 1
F8EC 0
F8F7 0
F8FD 0
F8F6 A2
F8DD 80
F8B5 84
F88A 80
F85A 0
F82C 22
F805 0
F7E8 0
F7D3 0
F7CA 0
F7D0 0
F7E0 0
F7F0 82
F7FB 38
F7FD 0
F7F4 0
F7E9 0
F7E8 30
F7EF 0
F7F3 0
F7EF 0
F7EB 0
F7EA 0
F7EF 0
F7FC 0
F80B 0
F80E 0
F808 0
F804 0
F806 0
F80C 0
F818 0
F825 0
F82D 0
F831 0
F839 0
F849 0
F85D 0
F86C 0
F86D 0
F85D 0
F84A 0
F83C 10
F834 0
F829 60
F818 48
F80B 6
F808 1
F815 0
F82B 0
F839 20
F83E C
F843 C0
F84B 80
F858 0
F866 0
F872 0
F877 0
F879 0
F882 4
F88C 0
F895 0
F89D 0
F8A5 0
F8AE 0
F8B6 0
F8BF 1
F8CB 8
F8D5 0
F8DF 0
F8EB 0
F8F8 0
F904 0
F90C 0
F910 0
F90F 0
F906 0
F8F4 0
F8E0 0
F8CB 0
F8B7 0
F8A3 0
F88F 0
F87F 0
F877 0
F875 20
F875 0
F872 1
F868 0
F85D 0
F855 0
F850 0
F846 0
F837 0
F822 0
F811 0
F80B 0
F80F 0
F816 0
F81D 0
F823 0
F82F 0
F843 0
F861 0
F87D 0
F891 0
F8A2 0
F8B6 0
F8D3 0
F8F3 0
F90F 1
F924 0
F934 18
F947 0
F95F 0
F972 0
F97E 0
F987 0
F993 2
F9A0 0
F9AD 0
F9BA 0
F9CA 0
F9DA 0
F9E8 2
F9EE 1A
F9EA 0
F9DD 12
F9CE 0
F9B8 0
F999 0
F975 0
F94F 0
F92F 0
F918 0
F906 0
F8F5 0
F8E6 10
F8DC 0
F8D5 8
F8CE 0
F8C4 80
F8B6 B0
F8A6 0
F896 0
F888 1
F87A 10
F86D 4
F861 10
F859 9
F85A 40
F863 0
F872 0
F881 0
F890 0
F89E 0
F8A9 0
F8B3 0
F8BB 0
F8BD 0
F8BC 0
F8BC 0
F8BD 0
F8BC 0
F8BA 0
F8B6 0
F8B0 0
F8A9 0
F89D 0
F88C 0
F87C 0
F870 0
F865 0
F853 0
F83B 0
F825 0
